start_bankroll,closing_bankroll,bets_total,bets_settled,wins,losses,draws,pending,units_staked,units_profit,roi,yield_on_settled
200.0,197.18,8,5,3,2,0,3,11.99,-2.8172,-0.234962,-0.234962
